snapshot_date,experiment_id,experiment_directory,experiment_status,experiment_completed_count,experiment_factor_count,factor_id,version,display_name,family,subfamily,role,lifecycle_status,implementation_status,source_id,source_formula_id,source_faithfulness,expected_direction,availability_lag,complexity_score,expression_hash,data_release_id,code_version,config_hash,evaluation_neutralization,evaluation_start_date,evaluation_end_date,oos_method,oos_fraction,oos_start_date,oos_end_date,horizon,observations,pearson_ic_mean,rank_ic_mean,icir,rank_icir,newey_west_t,ic_positive_ratio,quantile_return_q1,quantile_return_q2,quantile_return_q3,quantile_return_q4,quantile_return_q5,monotonicity,long_short_return,turnover,net_long_short_return,max_drawdown,annual_rank_ic_json,quarterly_rank_ic_json,regime_rank_ic_json,style_exposures_json,quality_coverage,quality_missing_rate,quality_flags,report_content_hash,report_relative_path
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_001,1.0.0,ALPHA101 #1,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,1,EXACT,0,1,31,1bb63ad6b5df519a8f0c1846e758fdcbe075d47c6fac006609ccdf6977bca402,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,1,1230297,0.004719219511448656,-0.006048512017798646,0.055616978155873374,-0.06263214369827994,-1.0453536527108567,0.43568464730290457,-0.0002480522892310767,0.00009531600846194595,0.00023366039113749813,0.0005723244133850622,0.00028670784711992437,0.817063129189032,0.000534760136351001,0.6917305863878745,-0.00015637344193880374,-0.12770243538238024,"[[2025,-0.01744034484238079],[2026,0.004177227683007375]]","[[""2025Q3"",-0.02247575902588499],[""2025Q4"",-0.012908472077227022],[""2026Q1"",-0.006225429478532595],[""2026Q2"",0.005479065385748662],[""2026Q3"",0.05003527667225838]]","[[""BEAR"",0.025156930027879422],[""BULL"",-0.004049412540054154],[""SIDEWAYS"",-0.0126454595198533]]",[],0.9098847897358977,0.0901152102641023,,1b287de55a016d85fd0431764094e23c58dcad4c0a8ade20102b69094210ca3c,reports/l2-v2-alpha101-5y-v1/alpha101_001-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_001,1.0.0,ALPHA101 #1,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,1,EXACT,0,1,31,1bb63ad6b5df519a8f0c1846e758fdcbe075d47c6fac006609ccdf6977bca402,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,5,1208788,-0.000019819596054555605,-0.005829865789748354,-0.0002616434037156352,-0.06683699080747957,-0.733449993138879,0.4430379746835443,0.0005757288386794457,0.0016767215869541224,0.0016187268237637144,0.0022038285422912303,0.0015599370560631792,0.6681678993486309,0.0009842082173837335,0.6912041224929946,0.00029577994147815355,-0.2741042743853701,"[[2025,-0.019375486611012484],[2026,0.006724612044594005]]","[[""2025Q3"",-0.012290767236417761],[""2025Q4"",-0.02575173404814773],[""2026Q1"",-0.005142131439337853],[""2026Q2"",0.016474043242356084],[""2026Q3"",0.01809200679237399]]","[[""BEAR"",-0.003650558555809793],[""BULL"",0.00019011832427640686],[""SIDEWAYS"",-0.010937783734595044]]","[[""beta"",-0.003259910906775245],[""liquidity"",0.1636176372085843],[""price"",0.02248230234316868],[""size"",0.018819255561183048],[""volatility"",-0.003199719805652866]]",0.9098847897358977,0.0901152102641023,,1b287de55a016d85fd0431764094e23c58dcad4c0a8ade20102b69094210ca3c,reports/l2-v2-alpha101-5y-v1/alpha101_001-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_001,1.0.0,ALPHA101 #1,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,1,EXACT,0,1,31,1bb63ad6b5df519a8f0c1846e758fdcbe075d47c6fac006609ccdf6977bca402,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,10,1182580,-0.0007186006929179982,-0.00843336371073202,-0.00947892869008195,-0.09578731870055869,-1.0264068627501606,0.47844827586206895,0.0026724457467384834,0.003806544732065301,0.003037242818725985,0.0037975798948017975,0.00508444807754447,0.8220796679319955,0.0024120023308059867,0.693457624430671,0.0017166513425563733,-0.44189704207158553,"[[2025,-0.02199519031986504],[2026,0.004668739962498187]]","[[""2025Q3"",-0.01438522665587925],[""2025Q4"",-0.028844157617452248],[""2026Q1"",-0.012637565152533451],[""2026Q2"",0.016213665020127874],[""2026Q3"",0.14289753145449363]]","[[""BEAR"",0.002730971989319613],[""BULL"",0.010959148586968141],[""SIDEWAYS"",-0.0262285067490042]]",[],0.9098847897358977,0.0901152102641023,,1b287de55a016d85fd0431764094e23c58dcad4c0a8ade20102b69094210ca3c,reports/l2-v2-alpha101-5y-v1/alpha101_001-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_001,1.0.0,ALPHA101 #1,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,1,EXACT,0,1,31,1bb63ad6b5df519a8f0c1846e758fdcbe075d47c6fac006609ccdf6977bca402,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,20,1131067,0.0076291405601406894,0.0011986793979055581,0.10135064559723929,0.013445900251627023,0.13140179107734556,0.5135135135135135,0.004985753322397418,0.007884579342231563,0.008512315403361588,0.00929454688154263,0.013389979995143027,0.949948353342864,0.00840422667274561,0.6920503418151707,0.007705010017790408,-0.442837185060863,"[[2025,-0.012660327758976589],[2026,0.01582763139683672]]","[[""2025Q3"",-0.008464598195924567],[""2025Q4"",-0.01643648436572341],[""2026Q1"",0.004098804217220226],[""2026Q2"",0.028458676051808327]]","[[""BEAR"",0.013957461164910883],[""BULL"",0.022592729152697853],[""SIDEWAYS"",-0.019554465542565666]]",[],0.9098847897358977,0.0901152102641023,,1b287de55a016d85fd0431764094e23c58dcad4c0a8ade20102b69094210ca3c,reports/l2-v2-alpha101-5y-v1/alpha101_001-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_001,1.0.0,ALPHA101 #1,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,1,EXACT,0,1,31,1bb63ad6b5df519a8f0c1846e758fdcbe075d47c6fac006609ccdf6977bca402,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,40,1029145,0.008156436922857335,0.0007603341635679139,0.1287417118949972,0.009718972203228201,0.08374298483802657,0.5,0.013674624532110533,0.01653174174791908,0.02011334821503485,0.02123489172238719,0.0275025876928486,0.9770492958169541,0.013827963160738067,0.6937860817136475,0.01315109165569193,-0.6575792788063544,"[[2025,-0.02066573193946444],[2026,0.028516828887950738]]","[[""2025Q3"",-0.019633928854541176],[""2025Q4"",-0.021594354715895388],[""2026Q1"",0.015592018195869316],[""2026Q2"",0.05113524759909323]]","[[""BEAR"",0.005084585058700671],[""BULL"",0.012074188109402906],[""SIDEWAYS"",-0.009871148464592493]]",[],0.9098847897358977,0.0901152102641023,,1b287de55a016d85fd0431764094e23c58dcad4c0a8ade20102b69094210ca3c,reports/l2-v2-alpha101-5y-v1/alpha101_001-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_002,1.0.0,ALPHA101 #2,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,2,EXACT,0,1,35,e13da0f8cf790f75215f12ad3f382b37fc82ae25aef54d49a9ef1a82580aab25,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,1,1239658,-0.00216782485923832,0.014198473566338366,-0.04905874765500593,0.2745675485410239,4.6033592548035225,0.6099585062240664,0.000339522368391475,0.00021697450253370013,0.00013235401482554124,0.00012573126922710723,0.00013481466552441997,-0.8639311307843452,-0.00020470770286705505,0.5047449104636831,-0.000711273089765235,-0.18460378107604658,"[[2025,0.019438556239490788],[2026,0.009494777308548004]]","[[""2025Q3"",0.011943750899295384],[""2025Q4"",0.02618388104566665],[""2026Q1"",0.006347882555625502],[""2026Q2"",0.009698883346662688],[""2026Q3"",0.02440202675189158]]","[[""BEAR"",0.02594768007960216],[""BULL"",0.00804372942102635],[""SIDEWAYS"",0.017118038500451186]]",[],0.9172104551391819,0.08278954486081813,,3906974a02e391c526e22d8579bd117c04b25832dd29f273ddb5cd6c077bc7a6,reports/l2-v2-alpha101-5y-v1/alpha101_002-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_002,1.0.0,ALPHA101 #2,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,2,EXACT,0,1,35,e13da0f8cf790f75215f12ad3f382b37fc82ae25aef54d49a9ef1a82580aab25,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,5,1217874,-0.001733190813074152,0.015882172018851094,-0.038499727106648014,0.3247859499744093,3.1103928062765536,0.6075949367088608,0.0016162607104519557,0.0018721799842713045,0.0015048340408380172,0.0015350351087175505,0.001156637958241435,-0.7727549298795787,-0.0004596227522105207,0.5048451406763838,-0.0009643758857529357,-0.35575013041503,"[[2025,0.016166964065273296],[2026,0.015618218414850024]]","[[""2025Q3"",0.011017876093345603],[""2025Q4"",0.02080114324000822],[""2026Q1"",0.012223254803071624],[""2026Q2"",0.01199733430201014],[""2026Q3"",0.0738140768477048]]","[[""BEAR"",0.028905909424044696],[""BULL"",0.007499733150475623],[""SIDEWAYS"",0.020625362977366956]]","[[""beta"",-0.05203889591257918],[""liquidity"",-0.11786212013182186],[""price"",-0.018618234621997402],[""size"",-0.0022578922759756465],[""volatility"",-0.04295386601991648]]",0.9172104551391819,0.08278954486081813,,3906974a02e391c526e22d8579bd117c04b25832dd29f273ddb5cd6c077bc7a6,reports/l2-v2-alpha101-5y-v1/alpha101_002-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_002,1.0.0,ALPHA101 #2,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,2,EXACT,0,1,35,e13da0f8cf790f75215f12ad3f382b37fc82ae25aef54d49a9ef1a82580aab25,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,10,1191437,-0.00019557018687659756,0.019072502144196583,-0.005065832402571138,0.4433949221231481,3.8348290890646086,0.6379310344827587,0.0036285395420550277,0.004068587898189053,0.0035947599426257516,0.0036998336634601558,0.003512343374582643,-0.43930736872459536,-0.00011619616747238475,0.5045873876980668,-0.00062167850067453,-0.3712918253579558,"[[2025,0.016526651597432565],[2026,0.021532052672426236]]","[[""2025Q3"",0.018089043266446114],[""2025Q4"",0.015120499095320376],[""2026Q1"",0.020615457705493192],[""2026Q2"",0.01853229905789898],[""2026Q3"",0.137189320182369]]","[[""BEAR"",0.02854964624134639],[""BULL"",0.008591832590880604],[""SIDEWAYS"",0.02630358208370902]]",[],0.9172104551391819,0.08278954486081813,,3906974a02e391c526e22d8579bd117c04b25832dd29f273ddb5cd6c077bc7a6,reports/l2-v2-alpha101-5y-v1/alpha101_002-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_002,1.0.0,ALPHA101 #2,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,2,EXACT,0,1,35,e13da0f8cf790f75215f12ad3f382b37fc82ae25aef54d49a9ef1a82580aab25,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,20,1139616,-0.0017479912950255005,0.017915039287935357,-0.054091954587236354,0.456840783371588,3.613834415414158,0.6171171171171171,0.009149068568283644,0.00920547690676503,0.008657295440022628,0.008940329096768637,0.007913834714192282,-0.8218303948973417,-0.0012352338540913624,0.5047181384493599,-0.0017392086305402952,-0.5183878932055896,"[[2025,0.01617739384119082],[2026,0.01974922059283237]]","[[""2025Q3"",0.023549252866365753],[""2025Q4"",0.009542720718533383],[""2026Q1"",0.022290299883318706],[""2026Q2"",0.01701267366461632]]","[[""BEAR"",0.04032016010566011],[""BULL"",0.001882766633977112],[""SIDEWAYS"",0.02818819275038479]]",[],0.9172104551391819,0.08278954486081813,,3906974a02e391c526e22d8579bd117c04b25832dd29f273ddb5cd6c077bc7a6,reports/l2-v2-alpha101-5y-v1/alpha101_002-1.0.0.json
2026-07-31T02:40:27.759Z,alpha101,l2-v2-alpha101-5y-v1,PASS,101,101,alpha101_002,1.0.0,ALPHA101 #2,formula_alpha,alpha101,ALPHA_CANDIDATE,DRAFT,IMPLEMENTED,SRC_ALPHA101,2,EXACT,0,1,35,e13da0f8cf790f75215f12ad3f382b37fc82ae25aef54d49a9ef1a82580aab25,cn_equity_20260717_001,e35ade70da0d410e25cd63b988d9b8eb758b7e05,677aa1a786a8447efe3756bf9825b2079b5ee46ee139cd7ba9a89c90978f6c9e,raw,2021-07-18,2026-07-17,fixed_final_time_holdout,0.2,2025-07-17,2026-07-17,40,1035959,-0.001072009462122369,0.020199696389367975,-0.03577837756992902,0.5557647105884436,4.411290101324303,0.7029702970297029,0.020582716758786642,0.02032497459259038,0.01955648879735719,0.019988142704157486,0.019180356973735428,-0.8757535550605138,-0.0014023597850512139,0.5055551663000474,-0.0019338000050537752,-0.5996674183322697,"[[2025,0.02342526940630025],[2026,0.01602111316288753]]","[[""2025Q3"",0.03463916359565959],[""2025Q4"",0.013332764635876852],[""2026Q1"",0.01695885681752671],[""2026Q2"",0.014380061767268961]]","[[""BEAR"",0.026580533180430264],[""BULL"",0.015379752165736461],[""SIDEWAYS"",0.02365993796556193]]",[],0.9172104551391819,0.08278954486081813,,3906974a02e391c526e22d8579bd117c04b25832dd29f273ddb5cd6c077bc7a6,reports/l2-v2-alpha101-5y-v1/alpha101_002-1.0.0.json
